STY4509	4400812	4401498
STY4510	4401582	4402982
STY4514	4405069	4405356
STY4515	4405353	4406228
STY4751	4607644	4608570
STY4771	4631069	4632277
STY4772	4632274	4633437
STY4779	4640018	4640356
STY4780	4640367	4640729
STY4781	4640729	4641031
STY4782	4641054	4641830
STY4783	4641842	4642486
STY4784	4642545	4643678
STY4785	4643662	4644780
STY4786	4644777	4645517
STY4787	4645474	4647447
STY4801	4661211	4661699
STY4802	4661886	4663289
STY4803	4663345	4664349
STY4804	4664461	4665393
STY4805	4665404	4666624
STY4856	4719101	4720729
STY4857	4720737	4720994
STY4858	4721482	4722090
STY4859	4722451	4723362
STY4860	4723573	4724034
STY4861	4724051	4724716
STY4864	4727150	4727302
STY4865	4727571	4728101
STY4866	4728340	4729074
STY4875	4737702	4738667
STY4878	4740315	4740458
STY4902	4764093	4764551
STY4904	4765611	4766675
STY4945	4805344	4806015
STY4946	4806214	4806708
STY0556	562946	564079
STY0970	964234	964431
STY1164	1126533	1127390
STY1165	1127503	1128030
STY1166	1128367	1129047
STY1168	1130754	1131446
STY1169	1131729	1133009
STY1170	1133023	1134126
STY1276	1232707	1233036
STY1353	1314180	1315562
STY1508	1466582	1467202
STY1707	1633059	1633427
STY1709	1634467	1635141
STY1710	1635138	1635686
STY1730	1650681	1651409
STY1731	1651581	1652540
STY2260	2087422	2087772
STY2262	2088214	2089428
STY2366	2198158	2198574
STY2367	2198696	2199031
STY2368	2199396	2199512
STY2444	2275328	2275993
STY2445	2275995	2276117
STY2446	2276572	2276976
STY2516	2352222	2352425
STY2517	2352415	2353368
STY2889	2768199	2768771
STY2895	2779174	2779416
STY2897	2779866	2780918
STY3031	2900066	2900251
STY3032	2900260	2900586
STY3186	3052722	3053522
STY3293	3139940	3140623
STY3294	3140728	3141252
STY3295	3141263	3142762
STY3296	3142971	3143237
STY3988	3853107	3853892
STY3989	3854206	3855126
STY3990	3855157	3856473
STY3991	3856485	3857498
STY4099	3956485	3957681
STY4100	3957949	3959004
STY4853	4716616	4717491
STY0049	48368	50407
STY0059	58943	60145
STY0067	68633	69676
STY0113	115278	115571
STY0113	117321	117713
STY0286	302488	303120
STY0287	303120	303542
STY0288	303553	304548
STY0289	304545	306428
STY0290	306444	306938
STY0291	306935	307759
STY0292	307746	308648
STY0293	308657	308728
STY0294	309016	311679
STY0295	311664	311762
STY0296	311765	312055
STY0297	312119	312661
STY0300	314246	314647
STY0301	314619	315044
STY0302	315281	315766
STY0303	315833	316369
STY0304	316373	317716
STY0305	317713	319014
STY0306	319019	319768
STY0307	319800	320294
STY0310	324392	325159
STY0311	325202	325672
STY0312	325657	326130
STY0313	326234	326704
STY0314	326689	327150
STY0316	327278	327694
STY0317	327721	328158
STY0318	328166	328273
STY0319	328636	330825
STY0320	330849	331295
STY0321	331314	335378
STY0322	335381	336058
STY0323	336077	336370
STY0324	336466	338997
STY0326	339076	339336
STY0327	339338	339781
STY0328	339851	340156
STY0338	347043	347864
STY0342	349746	349859
STY0350	357726	358343
STY0351	359306	360025
STY0352	360350	360757
STY0368	378398	378796
STY0374	385465	386199
STY0375	386344	386673
STY0376	386985	388559
STY0377	388659	389402
STY0378	389375	389923
STY0380	390264	390788
STY0381	391048	391575
STY0382	391586	391810
STY0383	391868	392227
STY0394	402769	402993
STY0395	403089	404093
STY0447	457512	457877
STY0448	457903	458595
STY0450	459365	459691
STY0476	482464	483135
STY0477	483048	483593
STY0478	483689	483973
STY0479	483985	484248
STY0480	484300	485454
STY0543	549979	550815
STY0605	606760	608400
STY0609	610081	610326
STY0700	696693	697034
STY0701	697051	698223
STY0702	698273	699226
STY0703	699294	701222
STY0755	756978	757109
STY0759	759249	760343
STY0760	760426	761319
STY0761	761332	762465
STY0764	763368	764078
STY0767	766138	766971
STY0770	768519	768671
STY0810	806416	807324
STY0945	936885	937082
STY0946	937244	937621
STY0947	937728	937934
STY1005	1003596	1004057
STY1009	1005836	1007269
STY1268	1224135	1225469
STY1292	1250985	1252514
STY1392	1343754	1345052
STY1434	1385267	1386817
STY1464	1414473	1414703
STY1877	1780996	1781166
STY1879	1782112	1782240
STY1991	1876603	1877022
STY1994	1877792	1877968
STY2000	1881004	1881918
STY2001	1882051	1882209
STY2002	1882219	1882833
STY2005	1885617	1886747
STY2104	1956684	1957358
STY2207	2045298	2045459
STY2212	2049539	2049700
STY2213	2049689	2050015
STY2214	2050009	2050395
STY2215	2050392	2050472
STY2292	2119214	2120647
STY2293	2120634	2122073
STY2345	2183491	2183793
STY2346	2183793	2184677
STY2347	2184687	2185394
STY2348	2185405	2187516
STY2386	2218225	2218755
STY2462	2293213	2293833
STY2468	2300372	2300827
STY2470	2301966	2302169
STY2471	2302361	2302621
STY2500	2334419	2335621
STY2559	2394916	2395068
STY2608	2442887	2443543
STY2629	2462589	2464511
STY2689	2522340	2522669
STY2690	2522798	2524075
STY2749	2586659	2587348
STY2750	2587425	2587583
STY2780	2638216	2638884
STY2819	2682562	2683479
STY2820	2683501	2684697
STY2821	2684813	2685724
STY2867	2736857	2737414
STY3091	2954726	2955844
STY3092	2956439	2957269
STY3093	2957978	2958334
STY3172	3042198	3042956
STY3174	3043600	3044676
STY3179	3050045	3050581
STY3184	3052190	3052441
STY3208	3073310	3074149
STY3352	3196819	3197685
STY3433	3277638	3278585
STY3436	3280628	3281542
STY3437	3281569	3282996
STY3438	3282983	3283789
STY3536	3377394	3378746
STY3537	3378873	3379478
STY3538	3379525	3380154
STY3579	3431563	3433386
STY3614	3467657	3469666
STY3615	3469681	3470034
STY3617	3470496	3470858
STY3618	3470870	3471412
STY3619	3471598	3471951
STY3650	3507263	3507604
STY3651	3507601	3507963
STY3762	3624532	3626013
STY3763	3625958	3627064
STY3764	3627061	3628320
STY3790	3655255	3656019
STY3799	3664919	3665116
STY3802	3665690	3666412
STY3803	3666475	3667515
STY3804	3667525	3668484
STY3805	3668495	3668752
STY3806	3668828	3669829
STY3814	3677105	3677500
STY3863	3720474	3721322
STY3864	3721335	3721619
STY3865	3721752	3722360
STY3866	3722353	3723228
STY3869	3724468	3725346
STY3870	3725331	3726065
STY3915	3775779	3776477
STY3923	3785633	3787390
STY3924	3787485	3788255
STY3925	3788304	3789677
STY3944	3811353	3812261
STY3945	3812376	3813569
STY3946	3813583	3814845
STY4036	3896540	3897523
STY4039	3898639	3899235
STY4041	3899797	3900141
STY4106	3966919	3967602
STY4117	3980242	3982197
STY4118	3982461	3983273
STY4128	3990801	3991733
STY4408	4277151	4277252
STY4412	4279074	4279832
STY4413	4279819	4280682
STY4414	4280699	4281538
STY4415	4281562	4283040
STY4512	4404478	4404861
STY4513	4404849	4405046
STY4516	4406494	4406712
STY4517	4407033	4407326
STY4518	4407323	4407814
STY4755	4612132	4613271
STY4756	4613286	4614674
STY4797	4658590	4659036
STY4810	4670244	4670399
STY4811	4670479	4670967
STY4833	4694767	4694907
STY4834	4694997	4695146
STY4842	4702716	4702925
STY4843	4702910	4703260
STY4846	4704346	4705191
STY4879	4740664	4741365
STY4886	4750002	4750289
STY4887	4750276	4750578
STY1358	1319577	1319921
STY1359	1319944	1320117
STY1360	1320252	1320752
STY1361	1321082	1321351
STY1364	1322110	1322535
STY1366	1322944	1323225
STY1367	1323331	1323468
STY1499	1456097	1456801
STY2003	1883033	1883224
STY2006	1886884	1887057
STY2007	1887201	1887428
STY2349	2187521	2188240
STY2350	2188394	2189107
STY2351	2189209	2189652
STY2352	2189768	2190217
STY2353	2190285	2190764
STY2355	2190874	2191476
STY2356	2191545	2191823
STY2357	2191793	2192488
STY2358	2192559	2193059
STY2359	2193190	2193492
STY2361	2194299	2194718
STY2362	2194958	2195056
STY2363	2195153	2195350
STY2364	2195375	2195992
STY3277	3133828	3133947
STY3278	3134156	3134344
STY3279	3134334	3134630
STY3281	3135014	3135280
STY3283	3135523	3135801
STY3285	3136204	3136707
STY3287	3136966	3137151
STY3288	3137348	3137878
STY3289	3137880	3138506
STY3290	3138642	3138812
STY3291	3138956	3139162
STY3292	3139187	3139414
STY3343	3186507	3187928
STY3344	3187993	3189417
STY3345	3189433	3190416
STY3347	3191038	3191730
STY4207	4072647	4073138
STY4208	4073368	4074021
STY4216	4083203	4083319
STY4219	4084900	4085547
STY4220	4085586	4085966
STY4221	4085976	4087142
STY4222	4087158	4088450
STY4253	4117508	4117786
STY4849	4706399	4710148
STY4850	4710186	4712723
STY4851	4712736	4716035
STY4852	4716299	4716538
STY1013	1010373	1010618
STY1014	1010618	1011499
STY1015	1011496	1012560
STY1016	1012638	1013318
STY1019	1014493	1014693
STY1020	1014982	1015386
STY1021	1015718	1016092
STY1022	1016177	1017160
STY1023	1017163	1017912
STY1024	1017923	1018270
STY1025	1018267	1018791
STY1026	1018791	1019264
STY1027	1019268	1019840
STY1028	1019934	1020200
STY1029	1020282	1020443
STY1030	1020578	1020865
STY1031	1020876	1021373
STY1032	1021558	1021797
STY1033	1021787	1022092
STY1034	1022132	1022734
STY1035	1022943	1023554
STY1036	1023687	1024484
STY1038	1024883	1025008
STY1039	1025144	1025593
STY1040	1025810	1026199
STY1041	1026186	1026467
STY1042	1026467	1027081
STY1043	1027078	1027617
STY1044	1027660	1028037
STY1045	1028101	1028361
STY1046	1028451	1029203
STY1047	1029169	1030572
STY1048	1030572	1032038
STY1049	1031929	1032663
STY1050	1032678	1033898
STY1051	1033902	1034408
STY1052	1034420	1035361
STY1053	1035345	1035770
STY1054	1035886	1036143
STY1055	1036140	1036694
STY1056	1036681	1037070
STY1057	1037045	1037608
STY1058	1037612	1038757
STY1059	1038768	1039208
STY1060	1039212	1039664
STY1061	1039842	1041830
STY1062	1041830	1042417
STY1063	1042417	1042719
STY1064	1042722	1043789
STY1065	1043789	1044142
STY1066	1044292	1045023
STY1067	1045023	1045451
STY1068	1045516	1046268
STY1069	1046268	1046621
STY1070	1046621	1047820
STY1071	1047817	1048497
STY1072	1048497	1050008
STY1073	1050023	1050541
STY1075	1051126	1051266
STY1076	1051463	1052164
STY1077	1052477	1052755
STY1509	1467383	1468555
STY1591	1538899	1539288
STY1592	1539260	1539712
STY1593	1539702	1539917
STY1594	1539907	1540137
STY1595	1540134	1540817
STY1596	1540814	1541029
STY1597	1541022	1541405
STY1598	1541402	1541704
STY1599	1541714	1541986
STY1600	1541983	1542177
STY1602	1542833	1543102
STY1604	1544282	1546051
STY1605	1546055	1546219
STY1606	1546229	1546660
STY1607	1546722	1547252
STY1608	1547496	1547846
STY1609	1547849	1548268
STY1610	1548347	1548577
STY1611	1548561	1549211
STY1612	1549208	1549534
STY1613	1549534	1549845
STY1614	1549845	1550390
STY1615	1550387	1551982
STY1616	1551982	1553478
STY1617	1553459	1554280
STY1618	1554283	1554741
STY1619	1554956	1556071
STY1620	1556086	1557039
STY1621	1557049	1557387
STY1622	1557389	1557835
STY1623	1557835	1558299
STY1624	1558296	1558550
STY1625	1558540	1559967
STY1626	1559967	1560488
STY1627	1560491	1560772
STY1628	1560870	1561205
STY1629	1561381	1563846
STY1630	1563846	1564730
STY1631	1564727	1564942
STY1632	1564930	1566084
STY1633	1566081	1566608
STY1634	1566665	1567012
STY1635	1567003	1568106
STY1636	1568099	1568677
STY1637	1568680	1569705
STY1638	1569707	1570219
STY1639	1570219	1570836
STY1640	1570843	1571328
STY1641	1571330	1571800
STY1642	1571802	1572284
STY1643	1572347	1572919
STY2879	2759733	2760506
STY2880	2760475	2760663
STY2881	2760910	2761128
STY2882	2761219	2762319
STY2883	2762316	2762801
STY2884	2762798	2765875
STY2885	2765868	2765987
STY2886	2766002	2766304
STY2887	2766359	2766874
STY2888	2766884	2768056
STY3658	3515470	3516522
STY3659	3516686	3516838
STY3661	3517613	3517834
STY3663	3518551	3518775
STY3664	3518798	3519139
STY3665	3519207	3519440
STY3666	3519440	3519667
STY3667	3519664	3520521
STY3668	3520518	3522932
STY3669	3523084	3523272
STY3670	3523340	3523639
STY3671	3523748	3524554
STY3672	3525240	3526154
STY3673	3526151	3526891
STY3674	3526926	3527963
STY3675	3527963	3529729
STY3676	3529872	3530705
STY3677	3530722	3531780
STY3678	3531784	3532434
STY3679	3532467	3532994
STY3680	3532994	3533197
STY3683	3533911	3534288
STY3684	3534285	3534713
STY3685	3534809	3535240
STY3686	3535233	3535679
STY3687	3535748	3536326
STY3688	3536323	3536682
STY3689	3536669	3537577
STY3690	3537570	3538175
STY3691	3538172	3539686
STY3692	3539686	3540279
STY3693	3540251	3540691
STY3694	3540694	3541062
STY3695	3541120	3541686
STY3696	3541829	3543001
STY3697	3543011	3543526
STY3698	3543581	3543883
STY3699	3543898	3544017
STY3700	3544010	3547087
STY3701	3547084	3547569
STY3702	3547566	3548666
STY3703	3548757	3548975
STY4074	3932390	3932773
STY4075	3932797	3933465
STY4521	4409652	4410686
STY4522	4410683	4412047
STY4523	4412040	4413839
STY4524	4414008	4414313
STY4525	4414441	4415022
STY4526	4415107	4415664
STY4528	4415909	4417252
STY4529	4417838	4418617
STY4534	4421390	4421839
STY4535	4421920	4422138
STY4554	4437266	4438141
STY4557	4438648	4439562
STY4558	4439581	4440321
STY4559	4440435	4440986
STY4560	4441022	4441522
STY4561	4441532	4442101
STY4562	4442121	4444211
STY4563	4444208	4444966
STY4564	4445185	4445457
STY4565	4445457	4445696
STY4566	4445726	4446088
STY4568	4446469	4447122
STY4569	4447122	4448021
STY4570	4448011	4449489
STY4571	4449482	4449925
STY4572	4449922	4450341
STY4573	4450338	4452761
STY4574	4452916	4453302
STY4575	4453457	4453849
STY4576	4453846	4454814
STY4577	4454829	4456259
STY4578	4456256	4456588
STY4579	4456592	4458097
STY4580	4458133	4458522
STY4582	4458746	4459105
STY4583	4459393	4460640
STY4584	4460652	4461266
STY4585	4461477	4462019
STY4586	4463285	4464205
STY4587	4464722	4465231
STY4588	4465327	4465707
STY4589	4466173	4466757
STY4590	4466754	4467050
STY4591	4467128	4467586
STY4592	4467675	4469624
STY4593	4469696	4470604
STY4594	4470678	4471577
STY4595	4471619	4471978
STY4596	4472078	4472347
STY4598	4473753	4473830
STY4598	4507386	4507730
STY4599	4473973	4474350
STY4600	4474437	4474655
STY4601	4474723	4475823
STY4602	4475820	4476305
STY4603	4476305	4479085
STY4604	4479078	4479197
STY4605	4479212	4479514
STY4606	4479569	4480084
STY4607	4480094	4481266
STY4610	4482721	4483128
STY4611	4483135	4484754
STY4612	4484751	4485356
STY4613	4485349	4486257
STY4614	4486244	4486603
STY4615	4486600	4487178
STY4616	4487247	4487693
STY4617	4487686	4488117
STY4618	4488213	4488638
STY4619	4488638	4489015
STY4622	4489729	4489932
STY4623	4489932	4490396
STY4624	4490490	4491140
STY4625	4491144	4492208
STY4626	4492225	4493058
STY4627	4493201	4494967
STY4628	4494964	4496010
STY4629	4496059	4496754
STY4630	4496774	4497838
STY4631	4497835	4498899
STY4632	4498909	4499127
STY4635	4499824	4502238
STY4636	4502229	4503089
STY4637	4503086	4503670
STY4638	4503667	4503894
STY4639	4503894	4504127
STY4640	4504195	4504536
STY4641	4504500	4504700
STY4645	4506245	4507270
STY4647	4507998	4508111
STY4648	4508347	4508634
STY4649	4508645	4509535
STY4663	4525220	4525408
STY4664	4525533	4527044
STY4665	4527028	4528617
STY4666	4528781	4529794
STY4667	4530221	4530514
STY4668	4530511	4530999
STY4669	4531179	4531631
STY4670	4532268	4534553
STY4671	4534634	4536307
STY4672	4536854	4537315
STY4674	4537567	4537710
STY4675	4537926	4538252
STY4676	4538390	4539172
STY4677	4539197	4539409
STY4679	4540153	4541343
STY4821	4683853	4685118
STY4822	4685181	4686257
STY4823	4686254	4687327
STY4824	4687302	4688465
STY4825	4688741	4689307
STY4826	4689323	4689562
STY4827	4689566	4690426
STY4828	4690849	4691172
STY4830	4691653	4691880
STY4831	4691877	4692197
STY4832	4692212	4694545
STY2013	1889471	1889989
STY2014	1890004	1891515
STY2015	1891515	1892195
STY2016	1892192	1893391
STY2017	1893392	1893745
STY2018	1893761	1893898
STY2019	1893986	1894741
STY2020	1894800	1895228
STY2021	1895228	1895959
STY2022	1896154	1896489
STY2023	1896486	1897517
STY2024	1897520	1897822
STY2025	1897826	1898476
STY2026	1898476	1900428
STY2027	1900606	1901058
STY2028	1901062	1901502
STY2029	1901514	1902659
STY2030	1902663	1903211
STY2031	1903201	1903590
STY2032	1903577	1904131
STY2033	1904128	1904535
STY2034	1904501	1904869
STY2035	1904911	1905852
STY2036	1905864	1906361
STY2037	1906366	1907598
STY2038	1907613	1908143
STY2039	1908238	1909704
STY2040	1909704	1911107
STY2041	1911073	1911822
STY2042	1911880	1912092
STY2043	1912209	1912601
STY2044	1912585	1913061
STY2045	1913065	1913406
STY2046	1913483	1913785
STY2047	1913754	1914323
STY2048	1914557	1915114
STY2049	1915298	1915393
STY2050	1915387	1915941
STY2051	1915938	1916228
STY2052	1916228	1916827
STY2053	1916899	1917150
STY2055	1917646	1917789
STY2056	1917993	1919201
STY2057	1919308	1920240
STY2058	1920237	1920791
STY2059	1920890	1921297
STY2060	1921304	1921726
STY2061	1921742	1922554
STY2062	1922526	1923272
STY2063	1923279	1924067
STY2064	1924145	1924567
STY2065	1924564	1924806
STY2066	1924903	1925322
STY2067	1925628	1925783
STY2068	1925785	1925988
STY2069	1925965	1926261
STY2071	1926877	1927047
STY2072	1927122	1927397
STY2073	1927497	1930625
STY2074	1930637	1931689
STY2075	1931940	1932128
STY2076	1932235	1932516
STY2077	1932482	1933558
STY3188	3054094	3055077
STY3189	3055153	3055644
STY3191	3056352	3057005
STY3192	3057550	3058080
STY3193	3058163	3059809
